lon,lat
89.950228,26.696029
90.040763,26.634128
89.916178,26.680508
89.981288,26.716805
90.130287,26.656388
90.153732,27.012635
89.930737,26.666436
90.591723,26.42203
90.600009,27.017791
90.490477,27.35258
90.771137,27.032045
90.526305,27.204414
90.718771,27.055451
90.619489,27.032975
90.479015,26.845024
90.635467,26.40142
90.640518,26.521451
90.662146,26.475955
90.635337,27.1903
90.570639,26.863002
90.530359,26.866086
90.659893,26.56089
90.632049,26.446735
90.606763,26.408365
90.620197,26.418187
90.648157,26.414382
90.775098,27.064667
90.609015,27.026118
90.628508,27.111557
90.231447,26.834508
90.708831,27.039341
90.701316,26.526966
90.690433,27.039791
90.680854,27.097158
90.680295,27.161141
90.795933,27.118771
90.651557,27.011895
90.78809,27.070601
90.66361,27.010096
90.670851,27.010872
89.925865,26.629614
90.435916,26.980344
90.639651,27.110956
90.29335,26.964767
90.576664,26.984715
90.561209,26.863704
90.20091,26.839015
90.692528,27.153448
90.736048,27.046957
90.30604,26.694062
90.562866,27.361071
90.738774,27.076828
90.30876,26.938509
90.665174,27.146546
90.455758,26.81402
90.468402,26.818148
90.740185,27.13989
90.798718,27.074513
90.759818,27.041938
90.754384,27.069942
90.583649,27.325895
90.669919,26.478496
90.5326,27.18926
90.645905,27.221968
90.535236,26.500999
90.45109,27.034025
90.588145,27.245936
90.272821,26.409714
90.496455,27.390807
90.733432,27.124984
90.793214,27.050116
90.664554,27.109141
90.79982,27.034784
90.479967,27.327042
90.533304,27.351804
90.649353,26.408905
90.633934,26.26202
90.617462,27.275991
90.45874,27.080504
90.596008,27.319315
90.70536,27.126675
90.611465,26.558609
90.637764,27.069712
90.737828,26.674336
90.675659,27.156921
90.621204,27.046604
90.472023,27.075089
90.729445,27.121692
90.719611,27.163746
90.614761,27.019969
90.727011,27.179346
90.499535,26.9513
90.798163,27.083673
90.189583,27.015152
90.34,26.28
90.769863,27.00811
90.241627,26.620132
90.583896,27.16236
