lon,lat
90.77566469585327,26.89192891227541
90.35854945030525,26.470877333198153
90.47023722811333,26.324515757531167
90.74455388392585,26.833084214214395
90.06807967287945,26.87910463310297
90.3848126791886,26.437052580185387
90.30235340497693,26.52558947392028
90.70365771262361,26.862806271753662
90.37412314370371,26.77672968867212
90.58458490965293,26.689278052468616
90.55074355962434,26.763150663174706
90.638792315249,26.68102146370329
90.06609308428213,26.890990624964953
90.36130428378601,26.608606177737258
90.82587999730922,26.894023833255574
90.69544621432065,26.909413115471764
90.364524421763,26.51118223777905
90.3709690524325,26.448598763922654
90.6751207194621,26.911717306049937
90.34717562277264,26.829183341152522
90.01695641341776,26.793659704066165
90.49683675451672,26.57801989061633
90.50673695087347,26.287783840839943
90.69944907353877,26.34145416261705
90.40199476337078,26.70684163171285
90.85526181919707,26.779404741245948
90.38876456888013,26.506466056611412
90.02215325169131,26.869424131194396
90.47050615580528,26.599561484056483
90.20534364356712,26.728649807851077
90.43434459442057,26.55030910428097
90.68867639363742,26.859949646295256
90.41614313522388,26.396236268670762
90.04550787597937,26.874277055424677
90.61056468737044,26.787813208073274
90.21542116290848,26.704940301555006
90.88379942469537,26.801181003270987
90.1467954297382,26.742722014300533
90.5189853349971,26.636862918190644
90.36908090126383,26.489327611811486
90.73344001064,26.361648403889596
89.97994089587867,26.799740068947692
89.96670266964887,26.796793655004507
90.48696254230748,26.640168478817788
90.43926195343523,26.358418682883254
90.75040837596225,26.313897975463835
90.69617623159776,26.84277368713373
90.45163433311447,26.727902638761076
90.39317285518095,26.640729973901067
90.83368346143338,26.698067748564252
90.76558056841502,26.851822968414805
90.04578980099707,26.817603935328634
90.71768245520872,26.799066876857502
90.50589344876762,26.352487334852544
90.57399620004729,26.642269463365007
90.69099611956136,26.86852074953526
90.84518412789753,26.958866987271644
90.66172729739269,26.831604173106136
90.8978373022769,26.81506387046025
90.70080105521546,26.837332927609367
90.48814853245635,26.39734033135329
90.19244160608675,26.540256398544486
90.34296630470175,26.81456585961236
90.5506539420523,26.63618165362889
90.38941083556328,26.469403293527993
90.70416791970979,26.759178626318583
90.34649763865443,26.828022310950537
90.83841454730378,26.718418199057623
90.40951289305303,26.371122722751153
90.06739993221554,26.805478000439358
90.44060352004163,26.414017492751217
90.38458273731749,26.40230443508734
90.20649044621,26.706385362456864
90.50224583551854,26.709154970662052
90.76058533310074,26.83839006603525
90.8268560703484,26.793193422192104
90.83467771852673,26.832338926155575
90.89944591387567,26.822957852425635
90.82060274131682,26.91282158247256
90.88076468320493,26.967730615340983
90.64889324173775,26.661507480794405
90.20264153834819,26.924516029647585
90.71044692430324,26.343325331729602
90.5061389410872,26.622863220024705
90.0505301929319,26.78222042292921
90.51105429200206,26.618769418301127
90.83262932079978,26.71240300087809
90.66853380937259,26.751756053928457
90.82636637327278,26.74162262382577
90.65884376578879,26.796436287747547
90.47785846629986,26.358617735716567
90.42818979747987,26.655134149022267
90.42360385298153,26.705762434930115
90.17463213387184,26.556185537028938
90.02421653249756,26.822771187088176
90.7160040291221,26.805382627962846
90.80723241284633,26.79919991366336
90.7975484124133,26.74758590250984
89.9638271176516,26.79986003128461
90.7532079629894,26.283625239825646
90.64221846474727,26.775114548597468
90.43572268255615,26.632734040796496
90.65823942840149,26.922171757034096
90.69967502261093,26.777797811119544
90.30953818446395,26.553178127949856
90.32411577801307,26.80631480993441
90.076701606726,26.880459795648992
90.0997027518329,26.734878915810942
90.3836682094942,26.499716912865978
90.87686776192152,26.85176194185663
90.41088415302126,26.366497220505433
90.53269785493673,26.75310642067804
90.36502453542636,26.487016414769766
90.4059627223666,26.741804979378916
90.45213663674798,26.65655869582523
90.38024987102777,26.626007858758868
90.44743293320217,26.435053211878074
90.54829672214879,26.619269435049464
90.64263086812106,26.680324859697194
90.33432405953357,26.846883204379427
90.00522279017743,26.865169840931255
90.87042806262737,26.813735573522994
90.79225119592876,26.813885105623058
90.46015415170532,26.70605104424383
90.39591591431041,26.67616275817628
90.50175978586259,26.634544026872497
90.3316768111028,26.555339403534123
90.44939594519745,26.32783060351216
90.73608336703013,26.350433598059322
90.37991382075678,26.596858589521325
90.05092198696308,26.852676021741452
90.36388948664329,26.61926118213514
90.20350085370724,26.925386232263932
90.74547389705234,26.90371936143309
90.51742942520433,26.702798034276565
90.47690639170585,26.61250050958354
90.18502849410025,26.734794880375308
90.8117453513918,26.846183703244126
90.10946834782922,26.875950351772747
90.27210457700635,26.50452394335944
90.02893535436918,26.82225170728226
90.41403171861717,26.70949718286348
90.31244678966956,26.791069722656687
90.78324649109028,26.795170231137806
90.34659891614487,26.834413997800738
90.30638567761498,26.562250611240643
90.36621725877977,26.776006963874806
90.37703878097903,26.8573453495066
90.12860944698569,26.7712944358024
90.47835805984877,26.291123174618896
90.41179931665583,26.684496611002015
90.10155448449598,26.799595903412577
90.89978583672266,26.811183939343998
90.34002887440623,26.59872147894906
90.19879260427716,26.53944319958017
90.43595111708306,26.682632200786742
90.53466556585563,26.303269923501176
90.55025742244798,26.651599747038922
90.48316039762385,26.623125842501192
90.78441031454675,26.90131118131551
90.62118977608621,26.69988400685839
90.37159954008311,26.613371019414412
90.84808662679424,26.815670557678203
90.10910439398819,26.776576108689714
90.82976609816102,26.74849805293434
90.71738050154869,26.820657213505996
90.68743141007958,26.751415772340682
90.34985473590444,26.47213734699821
90.4350390479312,26.72250216232029
90.4016152879766,26.69541330291265
90.55364766782935,26.312887367326432
90.34323419504194,26.83870177682612
90.77328475902839,26.832547784191778
90.12957006454441,26.934771050794083
90.2057571739094,26.741487654569443
90.38273177133676,26.618492612276206
90.22837924789842,26.51168625758379
90.8474023167882,26.713312272886093
90.91654880155347,26.816830796498095
90.32232991851922,26.776215748789745
90.31660264352577,26.507459681523784
90.7510737955164,26.87756465252586
90.72678114864598,26.347107245068045
90.1600918461383,26.920988900337505
90.38348211218516,26.44698586928046
90.07576735018418,26.839878244039774
90.64483591634166,26.662523144134475
90.79382902778191,26.73975579588372
90.41828681267198,26.71989057605785
90.4984273295644,26.621216886310943
90.16094526451447,26.926996613335312
90.5941983169568,26.735844558511193
90.87816771959413,26.913842920888456
90.62830219893878,26.772056442746994
90.66052833977773,26.743477305709025
90.55451020951386,26.734979932815996
90.62913795221195,26.668049048597442
90.04878060535115,26.888500919306175
90.74668247888619,26.75618183423183
