lon,lat,presence,bio1,bio2,bio3,bio4,bio12,bio14,bio18
91.701412,24.217261,1,24.75783348083496,10.796333312988281,46.312339782714844,403.1645812988281,2231.0,6.0,1083.0
91.200172,23.752776,1,25.205167770385742,9.891666412353516,45.22524642944336,376.63092041015625,2141.0,5.0,1178.0
98.54062,24.518189,1,17.091833114624023,10.831000328063965,48.47386169433594,417.6402587890625,1486.0,14.0,855.0
91.588657,24.156595,1,24.689167022705078,10.607666015625,46.048213958740234,397.69488525390625,2142.0,5.0,1057.0
91.54666,24.048375,1,24.807832717895508,10.626999855041504,46.24455642700195,392.0885009765625,2067.0,4.0,1038.0
91.547338,24.17144,1,24.88016700744629,10.670999526977539,46.27492904663086,396.8688049316406,2155.0,5.0,1059.0
92.357549,24.562087,1,24.40399932861328,10.201333045959473,47.9385986328125,385.4112243652344,2939.0,8.0,1238.0
92.339655,24.346678,1,24.22800064086914,10.061333656311035,47.316280364990234,380.4319152832031,2531.0,6.0,1060.0
92.242678,24.52752,1,24.47883415222168,10.232333183288574,47.61882400512695,390.49267578125,2843.0,7.0,1200.0
92.375707,24.200011,1,23.727500915527344,9.9436674118042,47.386898040771484,368.9783630371094,2487.0,5.0,1241.0
92.297538,24.53138,1,24.480833053588867,10.33899974822998,48.04368209838867,387.3908386230469,2816.0,7.0,1182.0
92.256085,24.406003,1,24.301166534423828,10.166999816894531,47.18303298950195,385.7304382324219,2598.0,6.0,1089.0
92.351183,24.270844,1,24.198999404907227,10.191332817077637,47.182098388671875,381.96173095703125,2398.0,5.0,999.0
92.299247,24.53786,1,24.480833053588867,10.33899974822998,48.04368209838867,387.3908386230469,2816.0,7.0,1182.0
91.683302,24.218118,1,24.75783348083496,10.796333312988281,46.312339782714844,403.1645812988281,2231.0,6.0,1083.0
91.640804,24.26007,1,24.726499557495117,10.662333488464355,46.18928146362305,403.26861572265625,2301.0,6.0,1119.0
92.318932,24.784943,1,24.38450050354004,10.0649995803833,47.73761749267578,395.2149353027344,3484.0,10.0,1492.0
91.605151,24.383346,1,24.575332641601562,10.332000732421875,45.91183853149414,397.743408203125,2621.0,7.0,1303.0
92.394617,24.504019,1,24.55816650390625,10.263667106628418,47.92522430419922,386.3744812011719,2725.0,7.0,1132.0
92.329289,24.536315,1,24.480833053588867,10.33899974822998,48.04368209838867,387.3908386230469,2816.0,7.0,1182.0
92.268223,24.501796,1,24.461666107177734,10.411333084106445,48.0316162109375,389.36138916015625,2835.0,7.0,1193.0
92.250118,24.416568,1,24.301166534423828,10.166999816894531,47.18303298950195,385.7304382324219,2598.0,6.0,1089.0
91.563121,24.006419,1,24.711999893188477,10.651333808898926,46.06978225708008,392.1080627441406,2078.0,4.0,1056.0
91.980943,24.292689,1,24.643999099731445,10.498666763305664,46.91093444824219,392.9116516113281,2455.0,6.0,993.0
91.640902,24.373641,1,24.753334045410156,10.308666229248047,45.66205978393555,400.7001953125,2450.0,7.0,1004.0
94.692272,17.822667,1,25.045499801635742,9.640999794006348,49.22896194458008,210.96881103515625,3459.0,2.0,1048.0
91.600547,24.217993,1,24.63283348083496,10.60966682434082,46.06489944458008,400.4558410644531,2271.0,6.0,1114.0
91.658115,24.353439,1,24.753334045410156,10.308666229248047,45.66205978393555,400.7001953125,2450.0,7.0,1004.0
91.765808,24.21247,1,24.428667068481445,10.626667022705078,46.388450622558594,398.13604736328125,2368.0,6.0,1168.0
94.436342,18.92834,1,24.376667022705078,9.623333930969238,47.48979949951172,265.50555419921875,3350.0,2.0,1030.0
91.599316,24.065965,1,24.830333709716797,10.52733325958252,46.38408660888672,390.59796142578125,2048.0,4.0,1023.0
91.454454,24.096205,1,24.602832794189453,10.468999862670898,45.62053298950195,391.3492736816406,2256.0,5.0,1160.0
94.69061,18.667263,1,23.159833908081055,9.899666786193848,47.91706848144531,246.28781127929688,2741.0,2.0,830.0
91.737419,24.214786,1,24.618833541870117,10.786333084106445,46.50885009765625,399.28363037109375,2299.0,6.0,1126.0
91.562597,24.099825,1,24.881500244140625,10.659000396728516,46.23894119262695,393.7520751953125,2069.0,4.0,1029.0
91.619853,24.277746,1,24.578832626342773,10.590332984924316,46.14122772216797,399.81103515625,2373.0,6.0,1168.0
92.090808,24.565927,1,24.597665786743164,10.01200008392334,47.199703216552734,388.1453857421875,3039.0,8.0,1300.0
91.72,24.32,1,24.803499221801758,10.600333213806152,46.2411994934082,403.0265197753906,2367.0,7.0,954.0
94.577106,16.903644,1,26.325000762939453,8.862667083740234,49.83506393432617,178.16046142578125,3288.0,3.0,327.0
91.602239,24.319664,1,24.586000442504883,10.562000274658203,46.1625862121582,399.8937072753906,2456.0,7.0,1211.0
91.61847,24.3918,1,24.575332641601562,10.332000732421875,45.91183853149414,397.743408203125,2621.0,7.0,1303.0
91.619913,24.503394,1,24.803333282470703,10.232000350952148,46.298641204833984,394.324462890625,2827.0,8.0,1215.0
