lon,lat,presence
91.701412,24.217261,1
91.200172,23.752776,1
98.54062,24.518189,1
91.588657,24.156595,1
91.54666,24.048375,1
91.547338,24.17144,1
92.357549,24.562087,1
92.339655,24.346678,1
92.242678,24.52752,1
92.375707,24.200011,1
92.297538,24.53138,1
92.256085,24.406003,1
92.351183,24.270844,1
92.299247,24.53786,1
91.683302,24.218118,1
91.640804,24.26007,1
92.318932,24.784943,1
91.605151,24.383346,1
92.394617,24.504019,1
92.329289,24.536315,1
92.268223,24.501796,1
92.250118,24.416568,1
91.563121,24.006419,1
91.980943,24.292689,1
91.640902,24.373641,1
94.692272,17.822667,1
91.600547,24.217993,1
91.658115,24.353439,1
91.765808,24.21247,1
94.436342,18.92834,1
91.599316,24.065965,1
91.454454,24.096205,1
94.69061,18.667263,1
91.737419,24.214786,1
91.562597,24.099825,1
91.619853,24.277746,1
92.090808,24.565927,1
91.72,24.32,1
94.577106,16.903644,1
91.602239,24.319664,1
91.61847,24.3918,1
91.619913,24.503394,1
92.349222,24.540656,1
91.552218,24.013332,1
91.531937,24.101839,1
91.457149,24.208688,1
92.191074,24.441162,1
92.219563,24.590966,1
92.37788,24.513894,1
92.244309,24.566458,1
91.656824,24.013036,1
91.709089,24.199848,1
91.556996,24.032622,1
92.202555,24.560996,1
92.351604,24.562138,1
92.20926,24.485057,1
92.22969,24.417239,1
92.398232,24.497977,1
92.342495,24.545545,1
91.864733,24.155175,1
91.683296,24.228421,1
99.0,23.25,1
91.738634,24.202106,1
92.362878,24.502465,1
92.314768,24.497701,1
92.359153,24.864913,1
92.355777,24.497188,1
91.439717,24.132624,1
91.761015,24.221296,1
92.353753,24.40803,1
91.30627,23.900141,1
91.238483,23.913913,1
91.247685,23.996759,1
91.229847,23.915445,1
91.69928,24.235476,1
92.203064,24.455019,1
98.133333,24.933333,1
92.203067,24.455019,1
91.935293,24.36262,1
92.75622,24.689737,1
92.392292,24.578479,1
92.2918,24.450753,1
92.328009,24.536355,1
92.238401,24.528922,1
92.32724,24.453655,1
92.375319,24.575549,1
92.259536,24.430133,1
91.787147,24.324919,1
91.442406,24.126794,1
92.277739,24.463492,1
91.666632,24.259804,1
92.304558,24.653175,1
91.749773,24.345038,1
91.682206,24.343587,1
91.706108,24.206327,1
91.623908,24.359606,1
92.222109,24.689805,1
92.501715,24.559765,1
91.7285,24.296654,1
92.366982,24.526115,1
92.260354,24.605936,1
92.320379,24.632036,1
92.444656,24.658497,1
91.7827,24.210589,1
