lon,lat
91.189951,27.209268
91.123362,26.686994
91.298021,26.65062
96.408758,27.500711
96.455675,27.431317
93.320547,26.642561
94.229353,26.715652
91.142396,26.776502
95.428596,27.230164
94.205975,26.706491
94.243505,26.756276
90.919783,26.727156
95.464709,27.283971
90.905033,26.763564
90.905818,26.712623
91.526147,27.31322
91.563596,26.875001
91.503432,24.190632
91.569279,24.19129
92.814579,26.840172
91.554709,24.099121
91.599145,24.190742
93.300828,26.602853
93.14911,26.4974
95.569354,27.292175
94.251,26.750011
94.22117,26.692516
91.518699,26.939526
91.116079,27.290822
91.137053,27.336677
91.114512,27.314646
91.15305,27.3708
91.637792,22.672658
95.409328,27.260774
91.185418,27.395884
95.794805,27.560954
94.294869,26.699616
94.337646,26.711227
94.278504,26.698612
94.337135,26.602715
90.924722,26.715409
93.880162,26.257635
91.792094,24.348081
91.786396,24.286286
91.769054,24.378451
93.523392,26.597445
91.191429,26.623913
91.180616,26.626248
90.898464,26.905326
93.189135,26.4503
91.20871,27.005732
94.391127,26.70542
91.320172,26.898524
91.373447,26.990972
91.364846,26.815745
91.284243,26.833273
91.278949,26.963398
95.480132,27.338848
91.349719,26.823578
93.241293,26.500159
92.823326,26.82027
90.947397,26.751758
90.912048,26.725005
91.382219,26.600565
91.0872,26.7742
91.193759,27.331438
91.187054,27.29854
91.191135,27.241453
91.156279,27.337858
91.442809,27.294688
91.624616,26.173753
93.078794,26.411681
95.230699,27.574645
95.431871,27.349563
95.592935,27.322387
95.551909,27.202904
95.417592,27.293632
95.481263,27.216679
95.565252,27.295179
90.957711,26.665179
92.810202,26.920823
92.222189,27.003925
90.89025,26.787589
90.944053,26.90335
90.870766,26.980036
91.212969,26.950871
91.115476,27.371628
91.090049,27.210631
93.127358,26.523725
90.985707,26.942727
91.071072,27.383188
91.564568,27.20778
94.300933,26.767963
90.925377,26.751452
93.195006,26.531302
91.962488,24.972901
93.16243,26.492657
91.7085,24.236051
91.282719,26.845651
93.567361,26.600689
93.436153,26.606835
93.539055,26.727188
93.587494,26.634277
93.526979,26.602043
93.119335,26.539862
91.321359,26.887264
91.263614,26.919684
91.152905,27.279049
91.324365,27.399482
91.496611,24.03167
91.042077,26.77276
95.730065,27.373629
91.705308,24.300822
95.706599,27.364048
95.688844,27.307717
95.716046,27.213232
95.769862,27.269044
95.600249,27.256736
95.706361,27.397964
95.716552,27.244322
91.231307,26.901235
91.13493,26.765868
95.652697,27.270556
95.723081,27.388744
95.727595,27.248409
95.644796,27.388373
95.644067,27.206141
95.605539,27.204614
95.428326,27.217594
95.402748,27.252851
91.678667,24.24222
95.426418,27.263381
95.476019,27.392529
95.435745,27.215097
91.66359,24.245101
91.832142,24.991941
91.219598,23.265157
92.112086,21.52946
91.426956,24.175046
91.418126,24.12497
91.571031,24.186975
91.104566,27.295222
91.272547,26.880231
91.792379,24.069956
91.411992,24.143858
91.722675,24.275085
92.201274,22.119017
91.26187,26.998494
91.72,24.32
91.098618,26.687708
94.35361,26.662599
95.42687,27.361018
91.492724,23.491025
89.890892,24.33917
91.479047,24.040856
90.92893,26.762985
91.58121,24.093501
91.434464,24.104962
91.126768,27.245137
91.794261,24.383341
91.049646,26.710756
91.161671,26.731131
91.010109,26.707759
91.070421,26.637664
91.434957,24.104487
91.409101,24.013499
91.503507,24.173326
94.357213,26.725366
94.240849,26.799871
94.205738,26.678856
94.323834,26.730561
91.168563,26.721805
91.40102,24.106432
95.540788,27.201567
95.542026,27.373216
95.518643,27.287518
91.75494,24.089931
91.621943,24.071987
91.461933,24.122404
90.951266,26.707978
91.432189,24.054198
95.548126,27.22997
95.548797,27.261538
95.542894,27.348309
94.315786,26.720449
91.582074,24.236548
91.4193,24.160933
92.727961,26.15519
91.639489,24.246044
91.559491,26.918646
91.405251,26.817758
91.382876,27.206169
91.191124,27.262927
91.592699,27.020581
91.510442,27.192566
94.279454,26.777245
94.351769,26.780294
91.690938,27.102485
91.608337,27.156998
91.000605,26.658644
90.957592,26.781984
90.9576,26.782
91.001131,26.659423
91.169321,26.892207
91.001129,26.659422
91.471012,27.24679
94.375827,26.7309
91.560558,27.416703
91.352617,27.183048
92.073119,26.897619
91.85038,27.039332
93.724456,25.988622
90.981788,26.79088
94.32826,26.651571
92.711811,24.69355
94.384746,26.69297
92.246253,24.259821
92.355093,24.291074
91.286778,23.831457
94.203158,26.783577
94.305926,26.659209
95.449975,27.36126
93.111057,26.450015
91.526109,26.967981
91.790904,26.675775
91.273339,26.806716
94.270305,26.689064
91.151194,27.212744
91.110825,27.341492
90.140633,24.643719
90.943848,27.311466
94.3411,26.689423
94.341103,26.689423
93.598429,26.369984
94.202583,26.746521
94.242797,26.645523
94.251704,26.68596
94.250418,26.648235
91.176102,27.664921
91.020325,26.745993
91.540288,26.830914
91.681787,24.201895
95.409541,27.29432
95.414673,27.271062
95.57792,27.399202
93.623855,25.965494
94.357704,26.785929
96.573542,27.435225
95.55128,27.207378
91.201792,26.957391
94.345652,26.610947
94.360624,26.708699
94.220336,26.647741
91.484672,26.921208
91.481817,26.941839
91.138344,27.318687
91.113488,27.311541
91.148574,26.782673
94.347208,26.632312
91.122929,26.735708
91.125845,26.673981
94.335136,26.683048
91.526393,26.889275
91.597795,26.929608
91.437926,26.895036
91.183379,26.691907
93.443343,26.58244
91.436147,26.911234
92.41245,23.68497
92.3695,23.68348
92.04835,22.501927
92.109904,22.556228
92.168723,22.528727
92.033939,22.577879
92.040915,22.517343
92.184997,22.595917
92.133406,22.567212
92.101773,22.417685
92.017808,22.447395
90.971863,26.778334
91.794186,24.342248
95.446654,27.248923
95.324837,27.269636
91.208952,27.61977
94.261854,26.743296
95.79753,27.389142
91.094561,26.680568
90.896209,26.697639
95.441845,27.359258
95.434225,27.238731
91.449939,26.842763
91.166109,26.771122
92.744725,26.933981
93.30611,26.599703
90.02469,24.651731
90.004214,24.723161
96.572643,27.57148
91.785278,24.151085
91.605958,24.076183
91.627451,24.038054
93.134164,26.410334
91.28257,26.801773
91.218761,26.870825
91.277546,26.93107
91.496014,27.13724
91.075372,26.687352
96.47296,27.59858
91.503599,24.129531
91.71372,23.585084
91.660527,24.303967
91.140982,27.205899
96.482797,27.542622
91.614483,24.255935
94.338082,26.684437
93.1816,26.542358
94.116669,27.23333
94.916664,24.866667
91.85,24.8833
95.5,27.5333
92.422615,23.503541
