lon,lat
73.607056,21.882009
75.21733,19.94428
81.785053,25.44874
75.847602,26.99097
86.332606,20.834102
73.455416,25.077383
75.636365,25.446843
75.715887,25.044794
87.673835,23.678942
72.660298,23.2023
76.460824,26.032178
83.36886,19.688794
75.574126,27.264625
75.960294,25.12904
73.452774,25.075481
78.144958,22.557199
74.645395,24.890658
72.750358,23.104794
76.413211,26.006595
76.454105,26.021798
81.78504,25.448691
73.032574,26.352714
73.455217,25.076658
77.19165,28.554952
77.612182,22.937191
73.032682,26.35277
80.044753,23.144908
75.951828,26.831439
77.612237,22.937168
76.509017,26.088855
72.781788,24.568848
76.510268,26.090053
76.474012,26.06145
85.811982,22.525189
76.509017,26.088877
73.274505,18.996387
76.416985,25.979115
76.474048,26.06154
76.434653,26.039042
75.859892,26.91666
76.553287,25.977587
73.191155,22.29433
75.83282,26.855045
73.197485,25.107118
72.55438,23.038136
72.554614,23.038859
72.765197,24.574625
72.681938,23.212198
76.615386,22.317727
87.381073,24.311671
85.086163,19.607375
79.424777,21.706038
78.919648,29.560136
76.628667,25.330883
72.559969,23.031606
76.429569,26.02451
72.560007,23.031599
76.438917,27.310429
76.425749,26.02208
76.432863,26.030048
74.646055,24.887979
76.430899,26.021656
74.647645,24.893084
75.837097,26.858545
72.559706,23.031678
72.559743,23.0316
76.433885,26.024857
72.603231,23.071178
75.833781,26.854648
73.135113,25.020327
72.559726,23.031637
74.648599,24.896839
72.400131,23.133037
76.454397,26.02065
74.646172,24.889384
74.643231,24.894274
76.449228,26.002405
72.691505,23.21883
77.24402,28.446828
72.400348,23.132748
81.023271,23.722211
72.645779,23.193055
77.244084,28.44671
81.018736,23.721228
79.868991,20.598496
81.021297,23.724028
73.187821,22.313561
80.586428,22.299428
80.976056,23.699035
79.319313,21.826313
75.850533,26.985176
79.316681,21.829078
76.45497,26.020755
81.004975,23.667148
80.910577,23.707925
81.040008,23.719725
79.277503,21.74325
80.645642,22.172616
80.567772,22.111009
79.33654,21.739077
80.595323,22.205559
84.467053,27.355304
76.598005,27.596824
79.315751,21.74382
78.642703,25.350675
72.584677,23.201909
72.584653,23.20188
72.874001,23.148714
72.58351,23.203547
82.239712,16.970905
72.584684,23.202058
76.392442,25.911075
75.808263,26.935312
80.005255,21.184653
76.456528,26.023672
80.016511,24.642227
76.419358,26.047628
73.072278,22.321282
74.540022,26.4752
85.418053,24.998339
78.703114,17.537907
87.311553,23.665153
79.266901,20.315061
75.869489,26.915189
74.5523,26.48898
76.46109,26.021658
72.583442,23.20242
80.002883,21.189603
76.419358,26.047661
81.843781,25.411357
76.801243,24.235657
79.371092,20.262771
75.17627,20.023645
78.63722,20.974196
80.623992,22.197753
80.586428,22.299496
78.384223,22.483874
80.626845,22.271203
80.605027,22.235717
72.551801,23.036476
79.416943,18.199773
86.757562,23.643824
87.662022,23.676391
80.429697,22.35111
80.63559,22.205097
80.016462,23.172339
88.360841,21.793091
70.75516,24.356754
76.46422,26.034595
73.035316,26.352505
79.868953,20.612318
79.869096,20.612181
80.48999,22.306522
75.844865,26.982591
81.065069,23.654532
77.375018,26.904663
81.703182,25.090256
76.553287,25.977569
73.073694,22.320981
83.168614,19.907854
72.631926,23.12486
72.584938,23.011309
73.075314,22.323094
80.901827,23.73352
81.049038,23.658668
76.408536,25.997902
80.993041,23.710088
80.593852,22.328973
80.588489,22.334479
80.736166,23.453382
78.426493,22.466843
75.843904,26.980372
88.280692,24.177105
76.511211,26.085871
76.509342,26.08855
76.509444,26.088307
75.793144,25.197512
74.567433,26.484359
82.030109,22.194074
80.064249,23.179362
75.387233,27.672819
82.769528,21.335722
78.394422,22.462781
76.522354,19.984796
78.122592,22.616165
78.143664,22.559702
81.055207,23.700419
78.147355,22.549691
75.356901,20.732021
77.643753,17.69715
79.066642,19.152484
76.373901,25.90241
76.390407,25.964459
75.837867,26.967348
76.509356,26.08848
80.013608,24.734829
77.374135,23.24134
73.686498,24.572133
75.666811,24.959868
75.851088,26.99175
76.51992,26.082721
75.867625,26.918366
70.60012,21.185003
75.836508,26.855417
75.706935,20.551327
69.966562,21.260363
83.448753,18.148483
78.434585,22.467444
74.551445,26.488047
72.552915,23.037626
75.834088,26.855707
76.46251,26.016983
73.768864,18.375904
76.401987,25.953555
72.703435,24.576427
80.123582,23.232354
79.986591,21.24817
73.175245,22.313186
70.618942,21.144311
70.581169,21.189328
80.007077,21.185143
78.533369,20.097775
86.99078,23.396559
79.305201,21.776952
79.376972,21.720506
76.454878,26.020442
76.39547,25.918388
79.292941,21.763461
73.03491,26.351569
72.640086,25.117941
72.639979,25.118187
80.066372,22.32232
72.758775,24.571695
76.394225,25.908897
89.705344,24.461555
80.433158,21.714414
76.549167,25.996394
75.852171,26.988368
84.326895,27.543315
79.387571,20.271789
73.145124,25.03547
88.308123,22.480067
86.987433,23.395141
78.323624,17.385091
79.328842,21.750253
86.956353,23.724916
80.647506,22.167269
78.13745,22.552917
76.626337,25.328537
79.897579,23.152945
77.36437,23.231432
80.521153,22.308592
86.974546,23.396815
87.877971,22.647612
78.593678,20.797593
76.42702,26.160778
