lon,lat
86.332606,20.834102
87.673835,23.678942
83.36886,19.688794
85.811982,22.525189
87.381073,24.311671
85.086163,19.607375
80.586428,22.299428
80.645642,22.172616
80.567772,22.111009
80.595323,22.205559
82.239712,16.970905
80.005255,21.184653
85.418053,24.998339
87.311553,23.665153
80.002883,21.189603
80.623992,22.197753
80.586428,22.299496
80.626845,22.271203
80.605027,22.235717
86.757562,23.643824
87.662022,23.676391
80.429697,22.35111
80.63559,22.205097
80.48999,22.306522
83.168614,19.907854
80.593852,22.328973
80.588489,22.334479
88.280692,24.177105
82.030109,22.194074
82.769528,21.335722
83.448753,18.148483
79.986591,21.24817
80.007077,21.185143
86.99078,23.396559
80.433158,21.714414
88.308123,22.480067
86.987433,23.395141
86.956353,23.724916
80.647506,22.167269
80.521153,22.308592
86.974546,23.396815
87.877971,22.647612
85.824887,20.403959
88.228679,22.814843
88.194734,22.493022
85.358222,23.33512
85.246372,19.536164
81.777027,21.092571
88.762087,23.186178
87.970832,22.435544
85.825964,20.39577
81.778473,21.088848
85.823503,20.384792
84.272485,23.899814
84.272706,23.900207
85.047508,24.73673
82.039434,20.793976
81.084364,22.177488
88.425936,22.925039
88.374634,22.667635
88.131326,23.652393
88.164364,23.62169
85.103043,19.666206
85.10934,19.653689
88.16437,23.621691
88.131319,23.65238
88.131361,23.652394
85.159375,19.68249
85.159156,19.682614
81.668687,21.566422
85.149444,19.695031
85.010514,19.672069
81.101286,21.981864
84.986955,24.696134
85.44503,25.004878
80.654781,22.160676
80.704498,22.141247
80.6539,22.16105
80.654592,22.160758
80.429594,22.350993
88.340577,22.750521
88.292867,22.556653
85.102913,19.666075
81.569732,24.078729
87.193504,22.404395
80.601142,22.225022
86.984931,23.392119
80.635088,22.284269
80.624297,22.290674
82.236613,22.788937
85.825786,20.404225
88.129937,23.640378
80.5922,22.2133
85.808214,20.392119
85.047181,24.737
80.663893,22.297214
80.521439,22.308531
80.558,22.3006
86.096301,19.8887
80.524702,22.237436
81.960677,20.933847
80.586428,22.299255
83.645483,21.55706
80.516479,22.312153
80.471718,22.38169
80.494513,22.3649
85.927899,20.280769
88.126986,23.64992
80.471937,22.381808
85.476229,20.079566
85.073004,19.619344
88.426526,22.979967
85.076437,19.607694
85.465668,25.00281
83.547158,20.565028
83.525677,20.594234
85.258084,20.042299
87.860681,22.435229
83.873504,21.699843
87.846939,23.252899
88.773446,23.193003
87.287155,25.326113
81.310775,21.166099
85.649553,20.255147
85.649637,20.255088
85.649637,20.255092
86.376953,21.881278
88.300317,22.475098
85.830801,19.88685
85.826788,19.887294
85.824395,19.888112
83.118233,19.761917
83.162203,20.106876
83.11833,19.761931
87.904057,23.523097
81.934998,22.629677
86.381858,20.759075
88.532956,22.966311
80.45261,22.347896
87.85126,23.251117
81.907,17.783
81.918,17.777
80.536122,22.303875
86.338228,23.329269
86.338078,23.329345
82.030748,22.195911
87.460397,22.503942
81.919512,21.851671
85.797756,20.201539
81.508742,24.165966
80.617112,22.185895
80.636762,22.17303
80.611135,22.200492
80.64433,22.269888
80.641094,22.166798
80.62513,22.210028
88.539555,22.950156
80.636618,22.133098
80.636777,22.133093
80.591665,22.295834
88.053675,22.027211
88.368338,22.52626
80.011811,21.248929
88.022704,23.535615
80.539135,22.414116
81.003057,21.405445
81.785254,22.482029
86.88176,22.454376
82.106429,17.288141
85.38345,21.011572
85.784845,20.262631
88.266633,24.209305
82.298825,22.738298
87.902851,22.518989
80.5898,22.22726
82.30782,22.737337
85.785746,20.261527
80.165185,20.975567
85.399345,24.958179
88.352076,22.681172
85.8223,20.3946
86.094536,19.887595
87.810609,22.546112
87.868247,22.4339
82.531358,21.479745
82.236598,18.953997
88.764125,23.186085
82.010492,18.868212
85.42536,25.019772
81.292697,21.188261
82.146327,22.073847
88.541319,22.949549
89.53,22.83
82.059795,20.828057
88.587405,23.214092
88.131579,23.695539
81.772802,21.104127
85.784659,20.262543
88.466671,23.097926
85.049878,24.743202
82.547084,19.238894
87.685232,23.677647
81.166052,21.362202
88.430698,22.761698
88.442811,22.752355
85.888511,20.267912
81.668422,21.566641
81.632945,21.452792
85.823469,20.394065
81.873491,20.858164
80.771773,22.089453
82.477983,18.559678
88.530277,22.967355
80.611205,22.334078
